ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
aca,Achagua,,4.38649,-72.2005,acha1250,aca
xua,Alu Kurumba,,11.3456,76.7995,aluk1238,xua
pbg,Añun,,10.8427,-71.8399,para1316,pbg
tkp,Anuta,,-12.2766,168.822,tiko1237,tkp
apu,Apurinã,,-8.21692,-66.7714,apur1254,apu
ard,Arabana,,-28.705,135.449,arab1267,ard
arh,Arhuaco,,10.7018,-73.6363,arhu1242,arh
kwi,Awa-Cuaiquer,,1.21652,-78.3401,awac1239,kwi
bfd,Bafut,,6.14153,10.1194,bafu1246,bfd
bmi,Bagirmi,,11.52392,14.769495,bagi1246,bmi
bsn,Barasana,,0.02193,-70.808,bara1380,bsn
bae,Bare,,1.91649,-66.828,bare1276,bae
eus,Basque,,43.2787,-1.31622,basq1248,eus
brg,Baure,,-13.61,-63.68,baur1253,brg
bel,Belarusan,,53.2307,25.6038,bela1254,bel
gax,Borana-Arsi-Guji Oromo,,1.05676,37.882,bora1271,gax
bos,Bosnian,,43.859,17.046,bosn1245,bos
brh,Brahui,,29.04,66.56,brah1256,brh
bul,Bulgarian,,43.3646,25.047,bulg1262,bul
mya,Burmese,,20.7926,93.9665,nucl1310,mya
bsk,Burushaski,,36.2161,74.8236,buru1296,bsk
ram,Canela,,-6.10712,-45.1299,cane1242,ram
cbc,Carapana,,0.06168,-69.6465,cara1272,cbc
tzm,Central Atlas Tamazight,,32.7415,-2.40872,cent2194,tzm
knc,Central Kanuri,,11.8,13.13,cent2050,knc
khm,Central Khmer,,12.0515,105.015,cent1989,khm
mam,Central Mam,,14.8034,-91.7231,mamm1241,mam
esu,Central Yupik,,60.3062,-161.486,cent2127,esu
mig,Chalcatongo Mixtec,,17.046881,-97.622482,sanm1295,mig
cde,Chenchu,,15.8787,79.2534,chen1255,cde
cap,Chipaya,,-18.73951,-67.89633,chip1262,cap
ckt,Chukchi,,68.6436,170.045,chuk1273,ckt
hrv,Croatian,,45.555,15.982,croa1245,hrv
cub,Cubeo,,1.32382,-70.1939,cube1242,cub
ces,Czech,,49.873398,15.10437,czec1258,ces
des,Desano,,0.58157,-69.4955,desa1247,des
bvx,Dibole,,1.07773,17.2305,dibo1245,bvx
pci,Duruwa,,19.0534,82.4881,duru1236,pci
fud,East Futuna,,-14.278717,-178.137222,east2447,fud
mhr,Eastern Mari,,55.8307,48.405,east2328,mhr
mmw,Emae,,-17.052,168.399,emae1237,mmw
eng,English,,53.0,-1.0,stan1293,eng
myv,Erzya,,52.8548,45.3901,erzy1239,myv
ekk,Estonian,,58.55,25.82,esto1258,ekk
evn,Evenki,,61.972,94.689,even1259,evn
fin,Finnish,,64.7628,25.5577,finn1318,fin
enf,Forest Enets,,68.6,86.5,fore1265,enf
fra,French,,48.0,2.0,stan1290,fra
fut,Futuna-Aniwa,,-19.5303,170.215,futu1245,fut
cab,Garifuna,,15.3529,-86.9091,gari1256,cab
grt,Garo,,25.2954,90.462,garo1247,grt
